NO_OF_FRAMES	386
NO_OF_CAMERAS	16
NO_OF_MARKERS	61
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2016-09-06, 20:13:53	12858.09897148
DATA_INCLUDED	3D
MARKER_NAMES	L_HEAD	R_HEAD	SGL	SJN	SXS	CV7	TV2	MAI	LV1	LV3	LV5	L_SAE	L_HUM	L_HLE	L_RSP	L_USP	L_HM2	R_SAE	R_HUM	R_HLE	R_RSP	R_USP	R_HM2	L_IAS	L_IPS	R_IPS	R_IAS	L_FTC	L_FLE	L_FME	L_FAX	L_TTC	L_FAL	L_TAM	L_FCC2	L_FCC	L_LCAL	L_FMT	L_FM5	L_FM2	L_PM6	L_FM1	L_P1MT	L_MCAL	R_FTC	R_FLE	R_FME	R_FAX	R_TTC	R_FAL	R_TAM	R_FCC2	R_FCC	R_LCAL	R_FMT	R_FM5	R_FM2	R_PM6	R_FM1	R_P1MT	R_MCAL
Frame	Time	L_HEAD X	L_HEAD Y	L_HEAD Z	R_HEAD X	R_HEAD Y	R_HEAD Z	SGL X	SGL Y	SGL Z	SJN X	SJN Y	SJN Z	SXS X	SXS Y	SXS Z	CV7 X	CV7 Y	CV7 Z	TV2 X	TV2 Y	TV2 Z	MAI X	MAI Y	MAI Z	LV1 X	LV1 Y	LV1 Z	LV3 X	LV3 Y	LV3 Z	LV5 X	LV5 Y	LV5 Z	L_SAE X	L_SAE Y	L_SAE Z	L_HUM X	L_HUM Y	L_HUM Z	L_HLE X	L_HLE Y	L_HLE Z	L_RSP X	L_RSP Y	L_RSP Z	L_USP X	L_USP Y	L_USP Z	L_HM2 X	L_HM2 Y	L_HM2 Z	R_SAE X	R_SAE Y	R_SAE Z	R_HUM X	R_HUM Y	R_HUM Z	R_HLE X	R_HLE Y	R_HLE Z	R_RSP X	R_RSP Y	R_RSP Z	R_USP X	R_USP Y	R_USP Z	R_HM2 X	R_HM2 Y	R_HM2 Z	L_IAS X	L_IAS Y	L_IAS Z	L_IPS X	L_IPS Y	L_IPS Z	R_IPS X	R_IPS Y	R_IPS Z	R_IAS X	R_IAS Y	R_IAS Z	L_FTC X	L_FTC Y	L_FTC Z	L_FLE X	L_FLE Y	L_FLE Z	L_FME X	L_FME Y	L_FME Z	L_FAX X	L_FAX Y	L_FAX Z	L_TTC X	L_TTC Y	L_TTC Z	L_FAL X	L_FAL Y	L_FAL Z	L_TAM X	L_TAM Y	L_TAM Z	L_FCC2 X	L_FCC2 Y	L_FCC2 Z	L_FCC X	L_FCC Y	L_FCC Z	L_LCAL X	L_LCAL Y	L_LCAL Z	L_FMT X	L_FMT Y	L_FMT Z	L_FM5 X	L_FM5 Y	L_FM5 Z	L_FM2 X	L_FM2 Y	L_FM2 Z	L_PM6 X	L_PM6 Y	L_PM6 Z	L_FM1 X	L_FM1 Y	L_FM1 Z	L_P1MT X	L_P1MT Y	L_P1MT Z	L_MCAL X	L_MCAL Y	L_MCAL Z	R_FTC X	R_FTC Y	R_FTC Z	R_FLE X	R_FLE Y	R_FLE Z	R_FME X	R_FME Y	R_FME Z	R_FAX X	R_FAX Y	R_FAX Z	R_TTC X	R_TTC Y	R_TTC Z	R_FAL X	R_FAL Y	R_FAL Z	R_TAM X	R_TAM Y	R_TAM Z	R_FCC2 X	R_FCC2 Y	R_FCC2 Z	R_FCC X	R_FCC Y	R_FCC Z	R_LCAL X	R_LCAL Y	R_LCAL Z	R_FMT X	R_FMT Y	R_FMT Z	R_FM5 X	R_FM5 Y	R_FM5 Z	R_FM2 X	R_FM2 Y	R_FM2 Z	R_PM6 X	R_PM6 Y	R_PM6 Z	R_FM1 X	R_FM1 Y	R_FM1 Z	R_P1MT X	R_P1MT Y	R_P1MT Z	R_MCAL X	R_MCAL Y	R_MCAL Z	
217	2.16000	563.058	489.260	1656.163	552.212	319.458	1644.962	674.152	395.149	1712.077	636.959	416.206	1412.920	677.696	414.379	1262.315	504.645	410.370	1498.116	484.231	414.336	1463.555	459.518	422.370	1327.502	511.071	417.142	1147.776	521.153	419.233	1109.881	514.700	418.104	1073.344	532.243	609.307	1471.160	461.410	646.703	1320.865	428.384	680.933	1179.495	683.998	668.365	1176.128	688.516	683.419	1109.661	754.646	693.842	1141.464	525.677	217.474	1458.497	439.751	192.603	1303.822	429.950	147.669	1167.532	686.907	164.247	1183.316	684.268	150.964	1116.347	749.875	123.821	1168.476	678.157	524.487	1012.572	512.170	457.469	1052.326	507.188	370.145	1046.115	668.836	304.428	1010.329	573.680	593.202	842.374	543.427	575.441	507.835	521.520	461.920	514.021	526.800	579.617	440.205	569.314	529.217	418.648	488.118	544.800	75.721	498.049	466.152	97.520	434.541	499.074	76.170	427.698	497.768	38.613	480.003	537.336	33.482	531.585	547.191	27.690	594.681	566.729	18.950	618.104	514.993	33.934	669.066	475.684	16.076	631.914	465.456	18.435	564.378	491.118	71.917	485.561	468.550	33.652	574.178	240.720	821.784	554.631	250.399	509.395	541.176	353.894	489.058	527.039	237.129	439.651	581.510	282.522	424.265	482.589	261.488	78.386	512.640	340.857	88.664	440.872	311.432	74.659	433.344	312.266	39.580	480.304	269.892	34.137	533.961	253.473	28.032	590.223	230.909	20.504	629.441	279.746	31.225	670.634	320.198	17.645	639.219	329.941	22.255	572.048	300.827	71.813	489.270	335.943	34.479
218	2.17000	562.894	489.278	1656.140	552.054	319.492	1644.956	673.973	395.174	1712.072	636.869	416.239	1412.968	677.608	414.408	1262.328	504.550	410.410	1498.113	484.151	414.387	1463.583	459.446	422.416	1327.471	511.003	417.182	1147.776	521.078	419.297	1109.840	514.640	418.164	1073.327	532.167	609.349	1471.159	461.330	646.757	1320.908	428.262	681.010	1179.527	683.880	668.469	1176.152	688.394	683.536	1109.661	754.551	693.979	1141.470	525.552	217.520	1458.490	439.611	192.683	1303.811	429.803	147.769	1167.507	686.797	164.276	1183.314	684.136	151.006	1116.331	749.719	123.828	1168.465	678.081	524.535	1012.588	512.104	457.545	1052.349	507.110	370.211	1046.121	668.762	304.485	1010.339	573.635	593.243	842.379	543.414	575.433	507.767	521.492	461.949	514.052	526.797	579.660	440.190	569.326	529.234	418.635	488.103	544.807	75.706	498.022	466.142	97.558	434.539	499.092	76.168	427.701	497.774	38.602	480.004	537.361	33.484	531.572	547.197	27.662	594.677	566.710	18.937	618.107	515.005	33.923	669.063	475.679	16.082	631.913	465.456	18.428	564.394	491.171	71.937	485.567	468.535	33.673	574.162	240.749	821.789	554.623	250.420	509.388	541.183	353.908	489.068	527.043	237.160	439.634	581.526	282.529	424.265	482.591	261.473	78.374	512.632	340.867	88.683	440.866	311.430	74.651	433.332	312.270	39.574	480.315	269.878	34.136	533.978	253.468	28.033	590.225	230.899	20.513	629.442	279.762	31.198	670.638	320.199	17.636	639.215	329.959	22.255	572.036	300.852	71.804	489.252	335.945	34.494
219	2.18000	562.769	489.277	1656.162	551.901	319.496	1644.946	673.808	395.173	1712.090	636.761	416.244	1412.960	677.492	414.451	1262.326	504.444	410.457	1498.120	484.032	414.443	1463.577	459.370	422.446	1327.468	510.911	417.215	1147.776	521.003	419.321	1109.849	514.567	418.207	1073.307	532.095	609.397	1471.141	461.230	646.810	1320.938	428.133	681.090	1179.567	683.765	668.584	1176.159	688.249	683.656	1109.657	754.421	694.065	1141.455	525.439	217.560	1458.460	439.487	192.742	1303.793	429.691	147.834	1167.482	686.677	164.312	1183.295	684.000	151.021	1116.328	749.569	123.865	1168.442	678.004	524.585	1012.604	512.029	457.549	1052.340	507.007	370.250	1046.110	668.697	304.518	1010.357	573.603	593.278	842.369	543.424	575.488	507.789	521.470	462.008	514.040	526.817	579.697	440.193	569.331	529.251	418.649	488.107	544.826	75.710	498.011	466.169	97.551	434.538	499.082	76.165	427.692	497.785	38.601	479.992	537.354	33.474	531.588	547.203	27.685	594.676	566.705	18.912	618.117	515.007	33.935	669.062	475.683	16.075	631.924	465.460	18.435	564.399	491.154	71.922	485.557	468.539	33.663	574.095	240.791	821.810	554.609	250.446	509.376	541.165	353.935	489.087	527.028	237.162	439.645	581.484	282.540	424.253	482.583	261.467	78.381	512.662	340.868	88.644	440.861	311.430	74.656	433.338	312.270	39.593	480.307	269.890	34.109	533.970	253.473	28.027	590.231	230.907	20.490	629.447	279.772	31.216	670.626	320.204	17.626	639.216	329.946	22.267	572.058	300.843	71.802	489.251	335.947	34.481
220	2.19000	562.590	489.318	1656.194	551.732	319.508	1644.926	673.630	395.186	1712.080	636.648	416.306	1412.979	677.414	414.495	1262.343	504.325	410.476	1498.131	483.923	414.515	1463.601	459.266	422.474	1327.471	510.825	417.254	1147.775	520.920	419.377	1109.859	514.498	418.260	1073.300	531.997	609.410	1471.140	461.108	646.856	1320.962	428.027	681.211	1179.628	683.654	668.686	1176.141	688.113	683.762	1109.657	754.313	694.174	1141.437	525.302	217.605	1458.473	439.366	192.812	1303.784	429.550	147.895	1167.470	686.548	164.361	1183.282	683.876	151.063	1116.323	749.453	123.879	1168.413	677.920	524.639	1012.625	511.946	457.604	1052.343	506.965	370.306	1046.090	668.626	304.563	1010.357	573.535	593.322	842.380	543.400	575.520	507.779	521.448	462.052	514.037	526.810	579.742	440.178	569.318	529.268	418.628	488.099	544.807	75.689	498.026	466.165	97.517	434.534	499.110	76.155	427.695	497.790	38.587	479.992	537.379	33.490	531.582	547.198	27.673	594.687	566.710	18.939	618.112	514.996	33.925	669.060	475.670	16.082	631.913	465.472	18.425	564.388	491.161	71.932	485.566	468.549	33.677	574.058	240.826	821.807	554.600	250.469	509.385	541.151	353.960	489.063	527.030	237.198	439.636	581.525	282.588	424.277	482.589	261.479	78.374	512.635	340.878	88.638	440.864	311.409	74.648	433.346	312.281	39.588	480.306	269.899	34.113	533.967	253.475	28.036	590.234	230.904	20.509	629.436	279.760	31.208	670.625	320.191	17.639	639.229	329.947	22.250	572.039	300.842	71.782	489.260	335.927	34.485
221	2.20000	562.435	489.324	1656.205	551.582	319.514	1644.929	673.477	395.179	1712.077	636.525	416.329	1412.972	677.318	414.548	1262.367	504.251	410.527	1498.120	483.791	414.584	1463.617	459.173	422.499	1327.478	510.745	417.300	1147.788	520.839	419.412	1109.870	514.411	418.292	1073.318	531.917	609.436	1471.134	461.018	646.954	1320.995	427.901	681.351	1179.698	683.522	668.796	1176.137	688.001	683.888	1109.640	754.196	694.259	1141.407	525.131	217.660	1458.500	439.202	192.867	1303.777	429.419	147.988	1167.456	686.421	164.380	1183.280	683.770	151.068	1116.342	749.319	123.901	1168.435	677.853	524.685	1012.642	511.867	457.650	1052.356	506.876	370.328	1046.101	668.552	304.619	1010.380	573.453	593.322	842.377	543.368	575.544	507.766	521.400	462.069	514.047	526.779	579.756	440.164	569.300	529.320	418.630	488.123	544.821	75.676	498.027	466.164	97.525	434.544	499.102	76.144	427.688	497.808	38.578	479.994	537.367	33.483	531.579	547.212	27.677	594.675	566.712	18.920	618.099	514.998	33.946	669.061	475.685	16.079	631.909	465.457	18.441	564.387	491.181	71.953	485.539	468.553	33.657	574.005	240.857	821.833	554.594	250.491	509.401	541.112	353.982	489.068	527.016	237.191	439.658	581.467	282.587	424.264	482.581	261.462	78.394	512.619	340.876	88.653	440.857	311.419	74.649	433.324	312.259	39.571	480.292	269.880	34.115	533.961	253.473	28.025	590.234	230.917	20.511	629.444	279.763	31.216	670.621	320.198	17.634	639.215	329.949	22.244	572.041	300.874	71.792	489.248	335.938	34.478
222	2.21000	562.299	489.315	1656.202	551.399	319.505	1644.942	673.345	395.179	1712.066	636.449	416.352	1412.999	677.207	414.573	1262.365	504.115	410.550	1498.141	483.702	414.634	1463.629	459.086	422.545	1327.492	510.663	417.329	1147.792	520.775	419.450	1109.845	514.330	418.320	1073.306	531.810	609.470	1471.117	460.928	647.002	1321.009	427.772	681.505	1179.764	683.402	668.908	1176.109	687.899	684.000	1109.617	754.085	694.335	1141.354	524.939	217.723	1458.521	439.067	192.934	1303.792	429.305	148.033	1167.472	686.303	164.397	1183.312	683.637	151.113	1116.370	749.219	123.933	1168.450	677.732	524.744	1012.657	511.791	457.680	1052.339	506.809	370.373	1046.093	668.478	304.666	1010.385	573.387	593.371	842.399	543.374	575.575	507.742	521.348	462.098	514.034	526.760	579.793	440.165	569.270	529.306	418.635	488.112	544.849	75.652	498.005	466.178	97.552	434.529	499.129	76.131	427.695	497.800	38.575	479.997	537.386	33.478	531.573	547.210	27.672	594.666	566.718	18.921	618.094	515.019	33.948	669.052	475.675	16.091	631.885	465.462	18.421	564.358	491.155	71.934	485.545	468.544	33.670	573.932	240.885	821.827	554.558	250.501	509.394	541.101	353.985	489.073	527.005	237.215	439.660	581.465	282.623	424.268	482.577	261.473	78.366	512.648	340.874	88.645	440.851	311.418	74.656	433.337	312.241	39.555	480.293	269.879	34.128	533.978	253.466	28.037	590.220	230.908	20.501	629.439	279.769	31.217	670.628	320.193	17.648	639.216	329.945	22.241	572.043	300.835	71.814	489.254	335.939	34.483
223	2.22000	562.125	489.307	1656.246	551.226	319.511	1644.955	673.208	395.171	1712.050	636.336	416.379	1413.003	677.118	414.622	1262.405	503.996	410.602	1498.157	483.556	414.691	1463.660	458.979	422.572	1327.503	510.580	417.350	1147.814	520.629	419.488	1109.877	514.210	418.363	1073.325	531.728	609.503	1471.114	460.799	647.106	1321.088	427.671	681.674	1179.828	683.299	669.020	1176.068	687.732	684.155	1109.604	753.986	694.407	1141.289	524.754	217.798	1458.552	438.903	193.020	1303.800	429.198	148.103	1167.483	686.187	164.430	1183.343	683.536	151.126	1116.384	749.093	123.962	1168.489	677.674	524.776	1012.674	511.690	457.715	1052.351	506.714	370.397	1046.121	668.392	304.699	1010.420	573.277	593.407	842.399	543.339	575.624	507.751	521.302	462.131	514.040	526.748	579.847	440.146	569.249	529.361	418.622	488.082	544.876	75.686	498.011	466.204	97.534	434.534	499.134	76.135	427.690	497.806	38.553	479.972	537.394	33.455	531.571	547.229	27.686	594.685	566.722	18.938	618.086	515.011	33.930	669.047	475.681	16.093	631.878	465.447	18.441	564.373	491.180	71.953	485.542	468.554	33.663	573.867	240.916	821.846	554.549	250.532	509.394	541.068	354.010	489.065	526.982	237.236	439.660	581.430	282.643	424.248	482.594	261.478	78.387	512.643	340.857	88.642	440.848	311.428	74.634	433.327	312.253	39.562	480.298	269.879	34.123	533.971	253.467	28.032	590.228	230.903	20.514	629.451	279.770	31.207	670.623	320.206	17.637	639.212	329.956	22.238	572.029	300.866	71.786	489.258	335.938	34.488
224	2.23000	561.989	489.338	1656.275	551.031	319.513	1644.950	673.049	395.138	1712.052	636.241	416.373	1413.044	677.014	414.640	1262.413	503.861	410.644	1498.157	483.447	414.742	1463.650	458.863	422.619	1327.490	510.483	417.404	1147.786	520.565	419.523	1109.874	514.138	418.399	1073.314	531.629	609.521	1471.083	460.694	647.206	1321.121	427.563	681.880	1179.906	683.183	669.117	1176.024	687.604	684.354	1109.592	753.870	694.490	1141.218	524.541	217.868	1458.574	438.750	193.075	1303.807	429.101	148.161	1167.499	686.066	164.464	1183.380	683.429	151.144	1116.436	749.004	123.995	1168.534	677.544	524.839	1012.675	511.603	457.749	1052.340	506.650	370.438	1046.105	668.315	304.744	1010.442	573.206	593.433	842.418	543.274	575.658	507.770	521.237	462.153	514.092	526.704	579.892	440.149	569.193	529.371	418.623	488.101	544.862	75.683	498.010	466.188	97.529	434.514	499.154	76.114	427.686	497.820	38.549	479.964	537.394	33.467	531.574	547.232	27.670	594.672	566.724	18.947	618.090	515.021	33.942	669.027	475.682	16.088	631.885	465.453	18.443	564.362	491.179	71.964	485.530	468.558	33.666	573.804	240.967	821.838	554.520	250.555	509.396	541.024	354.022	489.078	526.957	237.249	439.649	581.407	282.662	424.257	482.584	261.462	78.357	512.628	340.860	88.661	440.850	311.420	74.623	433.320	312.258	39.561	480.298	269.878	34.127	533.953	253.463	28.034	590.224	230.906	20.514	629.427	279.755	31.215	670.625	320.195	17.647	639.202	329.943	22.248	572.035	300.854	71.807	489.235	335.908	34.474
225	2.24000	561.817	489.338	1656.321	550.862	319.545	1644.955	672.930	395.097	1712.049	636.085	416.393	1413.023	676.896	414.660	1262.426	503.725	410.693	1498.169	483.311	414.785	1463.662	458.767	422.653	1327.504	510.388	417.427	1147.784	520.456	419.534	1109.889	514.027	418.435	1073.326	531.565	609.536	1471.091	460.613	647.309	1321.162	427.462	682.082	1180.003	683.069	669.232	1175.999	687.462	684.521	1109.545	753.758	694.553	1141.160	524.344	217.942	1458.610	438.598	193.145	1303.821	428.957	148.217	1167.488	685.951	164.494	1183.415	683.334	151.165	1116.496	748.903	124.015	1168.596	677.461	524.895	1012.691	511.494	457.769	1052.369	506.542	370.461	1046.122	668.213	304.776	1010.446	573.111	593.474	842.409	543.255	575.701	507.765	521.167	462.173	514.078	526.688	579.905	440.122	569.170	529.402	418.617	488.070	544.880	75.669	498.010	466.196	97.510	434.514	499.147	76.125	427.681	497.820	38.541	479.953	537.414	33.459	531.565	547.238	27.661	594.670	566.719	18.927	618.086	515.020	33.946	669.039	475.673	16.086	631.871	465.477	18.446	564.360	491.206	71.942	485.535	468.562	33.661	573.736	240.974	821.838	554.487	250.561	509.381	540.990	354.044	489.037	526.942	237.244	439.672	581.421	282.678	424.286	482.581	261.460	78.377	512.616	340.862	88.642	440.826	311.408	74.619	433.329	312.224	39.525	480.296	269.865	34.106	533.963	253.459	28.033	590.225	230.905	20.508	629.423	279.765	31.222	670.618	320.213	17.642	639.197	329.956	22.243	572.027	300.858	71.791	489.249	335.925	34.474
226	2.25000	561.711	489.320	1656.320	550.679	319.565	1644.934	672.779	395.072	1712.072	635.970	416.432	1413.057	676.824	414.660	1262.466	503.584	410.729	1498.167	483.180	414.824	1463.652	458.657	422.685	1327.505	510.300	417.455	1147.801	520.353	419.568	1109.882	513.952	418.466	1073.323	531.484	609.573	1471.083	460.533	647.430	1321.216	427.339	682.307	1180.070	682.958	669.375	1175.963	687.308	684.696	1109.536	753.663	694.634	1141.088	524.127	217.991	1458.621	438.438	193.212	1303.818	428.833	148.258	1167.477	685.826	164.541	1183.495	683.209	151.204	1116.573	748.785	124.057	1168.689	677.337	524.924	1012.690	511.389	457.814	1052.345	506.449	370.473	1046.130	668.123	304.837	1010.445	573.014	593.496	842.431	543.179	575.699	507.742	521.085	462.221	514.093	526.627	579.920	440.116	569.142	529.416	418.644	488.071	544.886	75.646	497.963	466.214	97.539	434.511	499.160	76.110	427.668	497.839	38.548	479.974	537.400	33.449	531.563	547.244	27.651	594.678	566.722	18.932	618.077	515.016	33.958	669.034	475.690	16.090	631.871	465.472	18.442	564.331	491.171	71.951	485.530	468.552	33.646	573.658	241.023	821.842	554.455	250.580	509.377	540.967	354.053	489.071	526.920	237.276	439.640	581.384	282.717	424.265	482.570	261.463	78.391	512.587	340.844	88.631	440.827	311.388	74.607	433.313	312.222	39.546	480.287	269.858	34.119	533.964	253.458	28.038	590.229	230.913	20.505	629.435	279.761	31.233	670.613	320.216	17.624	639.201	329.958	22.248	572.009	300.859	71.792	489.237	335.928	34.457
227	2.26000	561.594	489.320	1656.327	550.516	319.530	1644.933	672.604	395.032	1712.049	635.843	416.426	1413.081	676.700	414.697	1262.490	503.472	410.768	1498.162	483.042	414.877	1463.651	458.542	422.733	1327.519	510.208	417.488	1147.787	520.259	419.579	1109.890	513.833	418.465	1073.322	531.402	609.591	1471.087	460.445	647.530	1321.275	427.220	682.498	1180.155	682.842	669.482	1175.936	687.151	684.869	1109.535	753.563	694.717	1141.014	523.918	218.058	1458.661	438.266	193.264	1303.811	428.717	148.294	1167.495	685.680	164.547	1183.592	683.118	151.192	1116.660	748.694	124.095	1168.793	677.230	524.987	1012.697	511.249	457.823	1052.393	506.346	370.515	1046.123	668.012	304.874	1010.450	572.909	593.530	842.438	543.159	575.755	507.751	521.065	462.262	514.056	526.593	579.962	440.110	569.183	529.334	418.660	488.096	544.874	75.640	497.957	466.216	97.511	434.504	499.177	76.103	427.676	497.839	38.535	479.982	537.429	33.455	531.561	547.247	27.652	594.673	566.731	18.927	618.073	515.009	33.935	669.024	475.690	16.085	631.868	465.471	18.437	564.348	491.201	71.946	485.512	468.558	33.648	573.575	241.048	821.847	554.436	250.603	509.391	540.917	354.068	489.018	526.898	237.268	439.647	581.348	282.702	424.248	482.571	261.449	78.367	512.625	340.852	88.631	440.829	311.369	74.596	433.331	312.223	39.529	480.304	269.856	34.093	533.947	253.436	28.036	590.228	230.903	20.511	629.429	279.755	31.214	670.610	320.211	17.633	639.204	329.937	22.251	572.020	300.839	71.812	489.257	335.928	34.477
228	2.27000	561.488	489.334	1656.392	550.331	319.534	1644.938	672.478	394.983	1712.074	635.710	416.424	1413.108	676.596	414.700	1262.531	503.340	410.821	1498.165	482.932	414.931	1463.669	458.439	422.785	1327.513	510.098	417.501	1147.803	520.116	419.625	1109.941	513.719	418.508	1073.347	531.321	609.617	1471.079	460.364	647.639	1321.337	427.108	682.711	1180.238	682.731	669.620	1175.917	687.028	685.031	1109.526	753.469	694.817	1140.958	523.717	218.105	1458.673	438.094	193.302	1303.812	428.602	148.334	1167.491	685.567	164.565	1183.670	683.013	151.240	1116.749	748.586	124.096	1168.948	677.111	524.997	1012.701	511.125	457.853	1052.375	506.221	370.524	1046.134	667.906	304.892	1010.469	572.800	593.573	842.446	543.106	575.794	507.752	520.989	462.276	514.073	526.550	579.986	440.107	569.034	529.480	418.637	488.082	544.894	75.625	497.984	466.239	97.525	434.504	499.210	76.085	427.669	497.841	38.530	479.947	537.418	33.448	531.559	547.251	27.644	594.670	566.729	18.940	618.074	515.015	33.934	669.022	475.680	16.095	631.866	465.471	18.461	564.331	491.212	71.948	485.512	468.572	33.655	573.499	241.095	821.852	554.393	250.604	509.372	540.879	354.097	489.030	526.870	237.270	439.637	581.325	282.735	424.267	482.561	261.444	78.365	512.605	340.856	88.613	440.818	311.369	74.590	433.320	312.186	39.500	480.287	269.837	34.087	533.945	253.444	28.025	590.227	230.901	20.508	629.437	279.766	31.228	670.610	320.206	17.645	639.192	329.947	22.251	572.014	300.850	71.791	489.222	335.908	34.460
229	2.28000	561.361	489.306	1656.398	550.143	319.548	1644.953	672.321	394.965	1712.074	635.589	416.453	1413.128	676.523	414.723	1262.571	503.204	410.862	1498.173	482.767	414.971	1463.667	458.349	422.819	1327.505	509.989	417.532	1147.804	520.047	419.640	1109.935	513.595	418.527	1073.353	531.250	609.639	1471.128	460.275	647.745	1321.409	427.000	682.893	1180.345	682.621	669.757	1175.914	686.915	685.158	1109.508	753.360	694.920	1140.932	523.492	218.159	1458.725	437.924	193.369	1303.808	428.488	148.371	1167.503	685.429	164.582	1183.802	682.908	151.193	1116.889	748.463	124.140	1169.114	676.986	525.029	1012.718	511.013	457.880	1052.377	506.120	370.569	1046.129	667.790	304.940	1010.475	572.681	593.594	842.467	542.999	575.790	507.778	520.886	462.296	514.108	526.478	580.017	440.101	568.948	529.494	418.633	488.078	544.868	75.603	497.973	466.249	97.529	434.494	499.184	76.080	427.665	497.853	38.515	479.955	537.432	33.435	531.547	547.258	27.653	594.658	566.736	18.925	618.069	515.014	33.959	669.019	475.675	16.089	631.864	465.489	18.451	564.341	491.204	71.949	485.522	468.570	33.660	573.398	241.117	821.858	554.353	250.628	509.405	540.835	354.107	489.008	526.868	237.280	439.657	581.284	282.733	424.275	482.566	261.436	78.359	512.594	340.847	88.611	440.807	311.362	74.570	433.319	312.203	39.515	480.269	269.840	34.106	533.951	253.434	28.028	590.232	230.900	20.499	629.445	279.768	31.237	670.599	320.211	17.644	639.192	329.959	22.244	572.015	300.840	71.782	489.211	335.889	34.454
230	2.29000	561.274	489.311	1656.404	549.974	319.562	1644.914	672.173	394.894	1712.109	635.454	416.487	1413.121	676.361	414.750	1262.575	503.098	410.888	1498.190	482.657	415.002	1463.684	458.239	422.872	1327.505	509.847	417.583	1147.821	519.930	419.683	1109.928	513.488	418.561	1073.359	531.158	609.651	1471.159	460.185	647.835	1321.481	426.884	683.072	1180.443	682.486	669.935	1175.945	686.781	685.320	1109.536	753.244	695.060	1140.924	523.285	218.210	1458.744	437.765	193.417	1303.818	428.356	148.414	1167.488	685.275	164.567	1183.926	682.807	151.178	1117.042	748.350	124.168	1169.282	676.856	525.067	1012.733	510.876	457.903	1052.389	506.023	370.592	1046.149	667.669	304.953	1010.492	572.579	593.611	842.478	542.977	575.812	507.746	520.850	462.328	514.106	526.415	580.040	440.104	568.911	529.509	418.634	488.074	544.894	75.614	497.937	466.249	97.520	434.457	499.182	76.066	427.655	497.858	38.512	479.929	537.457	33.444	531.550	547.263	27.645	594.664	566.732	18.919	618.065	515.002	33.960	669.004	475.681	16.090	631.853	465.471	18.462	564.333	491.215	71.954	485.509	468.550	33.655	573.301	241.162	821.871	554.314	250.648	509.388	540.801	354.113	489.029	526.798	237.297	439.645	581.226	282.769	424.255	482.578	261.413	78.346	512.568	340.833	88.614	440.816	311.361	74.579	433.314	312.206	39.498	480.275	269.828	34.087	533.929	253.439	28.031	590.226	230.892	20.500	629.435	279.774	31.210	670.599	320.207	17.641	639.191	329.940	22.257	572.020	300.839	71.812	489.214	335.911	34.453
231	2.30000	561.122	489.310	1656.443	549.810	319.578	1644.928	672.037	394.833	1712.122	635.326	416.488	1413.173	676.252	414.759	1262.584	502.963	410.920	1498.190	482.554	415.060	1463.675	458.089	422.910	1327.513	509.712	417.622	1147.832	519.795	419.675	1109.936	513.358	418.576	1073.369	531.066	609.687	1471.195	460.082	647.907	1321.549	426.780	683.217	1180.539	682.375	670.065	1175.942	686.657	685.483	1109.561	753.108	695.226	1140.930	523.078	218.266	1458.768	437.575	193.499	1303.818	428.227	148.466	1167.512	685.130	164.572	1184.074	682.687	151.141	1117.170	748.203	124.179	1169.435	676.750	525.093	1012.752	510.728	457.922	1052.393	505.885	370.625	1046.166	667.541	304.992	1010.530	572.440	593.638	842.480	542.853	575.863	507.789	520.728	462.344	514.153	526.349	580.082	440.111	568.856	529.548	418.670	488.044	544.923	75.618	497.936	466.256	97.500	434.463	499.208	76.072	427.656	497.858	38.498	479.936	537.462	33.441	531.540	547.274	27.641	594.665	566.739	18.928	618.053	515.028	33.953	669.012	475.695	16.113	631.842	465.463	18.455	564.309	491.216	71.962	485.493	468.579	33.666	573.206	241.190	821.875	554.244	250.663	509.417	540.749	354.135	489.040	526.767	237.318	439.669	581.220	282.773	424.289	482.541	261.429	78.363	512.582	340.838	88.632	440.793	311.358	74.570	433.311	312.175	39.484	480.279	269.809	34.090	533.940	253.443	28.048	590.222	230.903	20.513	629.408	279.761	31.218	670.603	320.198	17.644	639.164	329.952	22.250	572.004	300.865	71.791	489.209	335.899	34.455
